premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Birds sit on legs. Seagulls which often stand on one leg are birds. Goqs are seagulls which often stand on one leg.,A Goq sits on legs.,Seagulls which often stand on one leg do not sit on legs.,W,Birds sit on legs.,Birds,Goqs,2,W-case,Real
Birds sit on legs. A Yeb is a bird. A Goq is a Yeb.,A Goq sits on legs.,A Yeb sits on legs,S,Birds sit on legs.,Birds,Goqs,2,S-case,Nonsense
Birds sit on legs. A Yeb is a bird. A Goq is a Yeb.,A Goq sits on legs.,Yebs do not sit on legs,W,Birds sit on legs.,Birds,Goqs,2,W-case,Nonsense
Birds have solid bones. A Wumox is a bird.,A Wumox has solid bones.,An osprey is a bird. An osprey has solid bones.,S,Birds have solid bones.,Birds,Wumoxes,1,S-case,Real
Birds have solid bones. A Wumox is a bird.,A Wumox has solid bones.,A Bafu is a bird. A Bafu has solid bones.,S,Birds have solid bones.,Birds,Wumoxes,1,S-case,Nonsense
Birds have solid bones. A Wumox is a bird.,A Wumox has solid bones.,Birds that are chicks and have not yet developed their bones are birds. Birds that are chicks and have not yet developed their bones do not have solid bones.,W,Birds have solid bones.,Birds,Wumoxes,1,W-case,Real
Birds have solid bones. A Wumox is a bird.,A Wumox has solid bones.,A Bafu is a bird. Bafus do not have solid bones.,W,Birds have solid bones.,Birds,Wumoxes,1,W-case,Nonsense
Birds have solid bones. A Wumox is a bird.,A Wumox has solid bones.,Birds have beaks.,N,Birds have solid bones.,Birds,Wumoxes,1,N-prop,Real
Birds have solid bones. An osprey is a bird. A Wumox is an osprey.,A Wumox has solid bones.,An osprey has solid bones.,S,Birds have solid bones.,Birds,Wumoxes,2,S-case,Real
Birds have solid bones. Birds that are chicks and have not yet developed their bones are birds. Wumoxes are birds that are chicks and have not yet developed their bones.,A Wumox has solid bones.,Birds that are chicks and have not yet developed their bones do not have solid bones.,W,Birds have solid bones.,Birds,Wumoxes,2,W-case,Real
Birds have solid bones. A Goq is a bird. A Wumox is a Goq.,A Wumox has solid bones.,A Goq has solid bones,S,Birds have solid bones.,Birds,Wumoxes,2,S-case,Nonsense
Birds have solid bones. A Goq is a bird. A Wumox is a Goq.,A Wumox has solid bones.,Goqs do not have solid bones,W,Birds have solid bones.,Birds,Wumoxes,2,W-case,Nonsense
Ospreys make nests. Wumoxes are ospreys.,Wumoxes make nests.,Ospreys are ospreys. Ospreys make nests.,S,Ospreys make nests.,Ospreys,Wumoxes,1,S-case,Real
Ospreys make nests. Wumoxes are ospreys.,Wumoxes make nests.,Bafus are ospreys. Bafus make nests.,S,Ospreys make nests.,Ospreys,Wumoxes,1,S-case,Nonsense
Ospreys make nests. Wumoxes are ospreys.,Wumoxes make nests.,Ospreys that are nesting on a building and the building is demolished are ospreys. Ospreys that are nesting on a building and the building is demolished do not make nests.,W,Ospreys make nests.,Ospreys,Wumoxes,1,W-case,Real
Ospreys make nests. Wumoxes are ospreys.,Wumoxes make nests.,Bafus are ospreys. Bafus do not make nests.,W,Ospreys make nests.,Ospreys,Wumoxes,1,W-case,Nonsense
Ospreys make nests. Wumoxes are ospreys.,Wumoxes make nests.,Ospreys make calls.,N,Ospreys make nests.,Ospreys,Wumoxes,1,N-prop,Real
Ospreys make nests. Ospreys are ospreys. Wumoxes are ospreys.,Wumoxes make nests.,Ospreys make nests.,S,Ospreys make nests.,Ospreys,Wumoxes,2,S-case,Real
Ospreys make nests. Ospreys that are nesting on a building and the building is demolished are ospreys. Wumoxes are ospreys that are nesting on a building and the building is demolished.,Wumoxes make nests.,Ospreys that are nesting on a building and the building is demolished do not make nests.,W,Ospreys make nests.,Ospreys,Wumoxes,2,W-case,Real
Ospreys make nests. Goqs are ospreys. Wumoxes are Goqs.,Wumoxes make nests.,Goqs make nests,S,Ospreys make nests.,Ospreys,Wumoxes,2,S-case,Nonsense
Ospreys make nests. Goqs are ospreys. Wumoxes are Goqs.,Wumoxes make nests.,Goqs do not make nests,W,Ospreys make nests.,Ospreys,Wumoxes,2,W-case,Nonsense
Parrots bite out of fear. Goqs are parrots.,Goqs bite out of fear.,African grey parrots are parrots. African grey parrots bite out of fear.,S,Parrots bite out of fear.,Parrots,Goqs,1,S-case,Real
Parrots bite out of fear. Goqs are parrots.,Goqs bite out of fear.,Dofiks are parrots. Dofiks bite out of fear.,S,Parrots bite out of fear.,Parrots,Goqs,1,S-case,Nonsense
Parrots bite out of fear. Goqs are parrots.,Goqs bite out of fear.,Parrots that are trying to protect their territory are parrots. Parrots that are trying to protect their territory do not bite out of fear.,W,Parrots bite out of fear.,Parrots,Goqs,1,W-case,Real
Parrots bite out of fear. Goqs are parrots.,Goqs bite out of fear.,Dofiks are parrots. Dofiks do not bite out of fear.,W,Parrots bite out of fear.,Parrots,Goqs,1,W-case,Nonsense
Parrots bite out of fear. Goqs are parrots.,Goqs bite out of fear.,Parrots bite out of frustration.,N,Parrots bite out of fear.,Parrots,Goqs,1,N-prop,Real
Parrots bite out of fear. African grey parrots are parrots. Goqs are african grey parrots.,Goqs bite out of fear.,African grey parrots bite out of fear.,S,Parrots bite out of fear.,Parrots,Goqs,2,S-case,Real
Parrots bite out of fear. Parrots that are trying to protect their territory are parrots. Goqs are parrots that are trying to protect their territory.,Goqs bite out of fear.,Parrots that are trying to protect their territory do not bite out of fear.,W,Parrots bite out of fear.,Parrots,Goqs,2,W-case,Real
Parrots bite out of fear. Yebs are parrots. Goqs are Yebs.,Goqs bite out of fear.,Yebs bite out of fear,S,Parrots bite out of fear.,Parrots,Goqs,2,S-case,Nonsense
Parrots bite out of fear. Yebs are parrots. Goqs are Yebs.,Goqs bite out of fear.,Yebs do not bite out of fear,W,Parrots bite out of fear.,Parrots,Goqs,2,W-case,Nonsense
Pelicans has-part glands. Wumoxes are pelicans.,Wumoxes have - part glands.,Dalmatian pelicans are pelicans. Dalmatian pelicans have - part glands.,S,Pelicans has-part glands.,Pelicans,Wumoxes,1,S-case,Real
Pelicans has-part glands. Wumoxes are pelicans.,Wumoxes have - part glands.,Bafus are pelicans. Bafus have - part glands.,S,Pelicans has-part glands.,Pelicans,Wumoxes,1,S-case,Nonsense
Pelicans has-part glands. Wumoxes are pelicans.,Wumoxes have - part glands.,Pelicans that are very young are pelicans. Pelicans that are very young do not have - part glands.,W,Pelicans has-part glands.,Pelicans,Wumoxes,1,W-case,Real
Pelicans has-part glands. Wumoxes are pelicans.,Wumoxes have - part glands.,Bafus are pelicans. Bafus do not have - part glands.,W,Pelicans has-part glands.,Pelicans,Wumoxes,1,W-case,Nonsense
Pelicans has-part glands. Wumoxes are pelicans.,Wumoxes have - part glands.,The pelicans have webbed feet.,N,Pelicans has-part glands.,Pelicans,Wumoxes,1,N-prop,Real
Pelicans has-part glands. Dalmatian pelicans are pelicans. Wumoxes are dalmatian pelicans.,Wumoxes have - part glands.,Dalmatian pelicans have - part glands.,S,Pelicans has-part glands.,Pelicans,Wumoxes,2,S-case,Real
Pelicans has-part glands. Pelicans that are very young are pelicans. Wumoxes are pelicans that are very young.,Wumoxes have - part glands.,Pelicans that are very young do not have - part glands.,W,Pelicans has-part glands.,Pelicans,Wumoxes,2,W-case,Real
Pelicans has-part glands. Goqs are pelicans. Wumoxes are Goqs.,Wumoxes have - part glands.,Goqs have - part glands,S,Pelicans has-part glands.,Pelicans,Wumoxes,2,S-case,Nonsense
Pelicans has-part glands. Goqs are pelicans. Wumoxes are Goqs.,Wumoxes have - part glands.,Goqs do not have - part glands,W,Pelicans has-part glands.,Pelicans,Wumoxes,2,W-case,Nonsense
Birds have eyes on their sides of their head. Yebs are birds.,Yebs have eyes on their sides of their head.,Woodpeckers are birds. Woodpeckers have eyes on their sides of their head.,S,Birds have eyes on their sides of their head.,Birds,Yebs,1,S-case,Real
Birds have eyes on their sides of their head. Yebs are birds.,Yebs have eyes on their sides of their head.,Wumoxes are birds. Wumoxes have eyes on their sides of their head.,S,Birds have eyes on their sides of their head.,Birds,Yebs,1,S-case,Nonsense
Birds have eyes on their sides of their head. Yebs are birds.,Yebs have eyes on their sides of their head.,"Birds that are chicks, they have eyes on the front of their head are birds. Birds that are chicks, they have eyes on the front of their head do not have eyes on their sides of their head.",W,Birds have eyes on their sides of their head.,Birds,Yebs,1,W-case,Real
Birds have eyes on their sides of their head. Yebs are birds.,Yebs have eyes on their sides of their head.,Wumoxes are birds. Wumoxes do not have eyes on their sides of their head.,W,Birds have eyes on their sides of their head.,Birds,Yebs,1,W-case,Nonsense
Birds have eyes on their sides of their head. Yebs are birds.,Yebs have eyes on their sides of their head.,Birds have a four-chamber heart.,N,Birds have eyes on their sides of their head.,Birds,Yebs,1,N-prop,Real
Birds have eyes on their sides of their head. Woodpeckers are birds. Yebs are woodpeckers.,Yebs have eyes on their sides of their head.,Woodpeckers have eyes on their sides of their head.,S,Birds have eyes on their sides of their head.,Birds,Yebs,2,S-case,Real
"Birds have eyes on their sides of their head. Birds that are chicks, they have eyes on the front of their head are birds. Yebs are birds that are chicks, they have eyes on the front of their head.",Yebs have eyes on their sides of their head.,"Birds that are chicks, they have eyes on the front of their head do not have eyes on their sides of their head.",W,Birds have eyes on their sides of their head.,Birds,Yebs,2,W-case,Real
Birds have eyes on their sides of their head. Bafus are birds. Yebs are Bafus.,Yebs have eyes on their sides of their head.,Bafus have eyes on their sides of their head,S,Birds have eyes on their sides of their head.,Birds,Yebs,2,S-case,Nonsense
Birds have eyes on their sides of their head. Bafus are birds. Yebs are Bafus.,Yebs have eyes on their sides of their head.,Bafus do not have eyes on their sides of their head,W,Birds have eyes on their sides of their head.,Birds,Yebs,2,W-case,Nonsense
Flamingos feed in lagoons. A Dofik is a flamingo.,A Dofik feeds in lagoons.,A chilean flamingo is a flamingo. A chilean flamingo feeds in lagoons.,S,Flamingos feed in lagoons.,Flamingos,Dofiks,1,S-case,Real
Flamingos feed in lagoons. A Dofik is a flamingo.,A Dofik feeds in lagoons.,A Yeb is a flamingo. A Yeb feeds in lagoons.,S,Flamingos feed in lagoons.,Flamingos,Dofiks,1,S-case,Nonsense
Flamingos feed in lagoons. A Dofik is a flamingo.,A Dofik feeds in lagoons.,Flamingos that are too young to feed in lagoons are flamingos. Flamingos that are too young to feed in lagoons do not feed in lagoons.,W,Flamingos feed in lagoons.,Flamingos,Dofiks,1,W-case,Real
Flamingos feed in lagoons. A Dofik is a flamingo.,A Dofik feeds in lagoons.,A Yeb is a flamingo. Yebs do not feed in lagoons.,W,Flamingos feed in lagoons.,Flamingos,Dofiks,1,W-case,Nonsense
Flamingos feed in lagoons. A Dofik is a flamingo.,A Dofik feeds in lagoons.,Flamingos feed in brackish water.,N,Flamingos feed in lagoons.,Flamingos,Dofiks,1,N-prop,Real
Flamingos feed in lagoons. A chilean flamingo is a flamingo. A Dofik is a chilean flamingo.,A Dofik feeds in lagoons.,A chilean flamingo feeds in lagoons.,S,Flamingos feed in lagoons.,Flamingos,Dofiks,2,S-case,Real
Flamingos feed in lagoons. Flamingos that are too young to feed in lagoons are flamingos. Dofiks are flamingos that are too young to feed in lagoons.,A Dofik feeds in lagoons.,Flamingos that are too young to feed in lagoons do not feed in lagoons.,W,Flamingos feed in lagoons.,Flamingos,Dofiks,2,W-case,Real
Flamingos feed in lagoons. A Wumox is a flamingo. A Dofik is a Wumox.,A Dofik feeds in lagoons.,A Wumox feeds in lagoons,S,Flamingos feed in lagoons.,Flamingos,Dofiks,2,S-case,Nonsense
Flamingos feed in lagoons. A Wumox is a flamingo. A Dofik is a Wumox.,A Dofik feeds in lagoons.,Wumoxes do not feed in lagoons,W,Flamingos feed in lagoons.,Flamingos,Dofiks,2,W-case,Nonsense
Birds eat earthworms. Dofiks are birds.,Dofiks eat earthworms.,Seagulls are birds. Seagulls eat earthworms.,S,Birds eat earthworms.,Birds,Dofiks,1,S-case,Real
Birds eat earthworms. Dofiks are birds.,Dofiks eat earthworms.,Yebs are birds. Yebs eat earthworms.,S,Birds eat earthworms.,Birds,Dofiks,1,S-case,Nonsense
Birds eat earthworms. Dofiks are birds.,Dofiks eat earthworms.,Birds that do not like the taste of earthworms are birds. Birds that do not like the taste of earthworms do not eat earthworms.,W,Birds eat earthworms.,Birds,Dofiks,1,W-case,Real
Birds eat earthworms. Dofiks are birds.,Dofiks eat earthworms.,Yebs are birds. Yebs do not eat earthworms.,W,Birds eat earthworms.,Birds,Dofiks,1,W-case,Nonsense
Birds eat earthworms. Dofiks are birds.,Dofiks eat earthworms.,Birds eat fruits and nuts.,N,Birds eat earthworms.,Birds,Dofiks,1,N-prop,Real
Birds eat earthworms. Seagulls are birds. Dofiks are seagulls.,Dofiks eat earthworms.,Seagulls eat earthworms.,S,Birds eat earthworms.,Birds,Dofiks,2,S-case,Real
Birds eat earthworms. Birds that do not like the taste of earthworms are birds. Dofiks are birds that do not like the taste of earthworms.,Dofiks eat earthworms.,Birds that do not like the taste of earthworms do not eat earthworms.,W,Birds eat earthworms.,Birds,Dofiks,2,W-case,Real
Birds eat earthworms. Wumoxes are birds. Dofiks are Wumoxes.,Dofiks eat earthworms.,Wumoxes eat earthworms,S,Birds eat earthworms.,Birds,Dofiks,2,S-case,Nonsense
Birds eat earthworms. Wumoxes are birds. Dofiks are Wumoxes.,Dofiks eat earthworms.,Wumoxes do not eat earthworms,W,Birds eat earthworms.,Birds,Dofiks,2,W-case,Nonsense
